,sentence_id,token_id,class,before,after
5424649,414111,10,VERBATIM,н,н
5424650,414111,11,VERBATIM,а,а
5424778,414119,2,VERBATIM,&,and
5424872,414125,3,VERBATIM,pp,p p
5424879,414126,5,VERBATIM,&,and
5425190,414153,7,VERBATIM,Rn,r n
5425634,414187,3,VERBATIM,Md,m d
5425740,414196,7,VERBATIM,Cst,c s t
5425821,414201,1,VERBATIM,Grrls,g r r l s
5426074,414218,2,VERBATIM,&,and
5426277,414232,5,VERBATIM,-,-
5426911,414282,5,VERBATIM,pp,p p
5427069,414292,9,VERBATIM,-,-
5427284,414308,4,VERBATIM,_,underscore
5427286,414308,6,VERBATIM,_,underscore
5427430,414319,1,VERBATIM,&,and
5427752,414346,1,VERBATIM,&,and
5427759,414346,8,VERBATIM,ff,f f
5427920,414359,1,VERBATIM,&,and
5428353,414392,1,VERBATIM,&,and
5428853,414428,1,VERBATIM,-,-
5428855,414428,3,VERBATIM,-,-
5428897,414431,11,VERBATIM,-,-
5429112,414446,9,VERBATIM,-,-
5429211,414452,13,VERBATIM,Κ,kappa
5429212,414452,14,VERBATIM,λ,lambda
5429213,414452,15,VERBATIM,ε,epsilon
5429214,414452,16,VERBATIM,ω,omega
5429215,414452,17,VERBATIM,ν,nu
5429216,414452,18,VERBATIM,α,alpha
5429217,414452,19,VERBATIM,ι,iota
5429955,414505,18,VERBATIM,ch,c h
5430056,414511,3,VERBATIM,&,and
5430143,414517,3,VERBATIM,-,-
5430274,414528,3,VERBATIM,pp,p p
5430811,414572,12,VERBATIM,-,-
5431061,414596,3,VERBATIM,-,-
5431553,414636,4,VERBATIM,-,-
5431843,414657,19,VERBATIM,pp,p p
5432094,414679,11,VERBATIM,-,-
5432202,414684,17,VERBATIM,Ķ,Ķ
5432458,414704,10,VERBATIM,&,and
5432626,414717,0,VERBATIM,SMtv,s m t v
5432879,414735,4,VERBATIM,-,-
5434910,414882,3,VERBATIM,pp,p p
5435452,414921,7,VERBATIM,&,and
5435599,414932,13,VERBATIM,Lt,l t
5435711,414941,2,VERBATIM,ˈ,ˈ
5435735,414942,1,VERBATIM,&,and
5435812,414949,4,VERBATIM,&,and
5435892,414956,5,VERBATIM,Ph,p h
5436239,414981,8,VERBATIM,-,-
5436275,414984,8,VERBATIM,#,number
5437043,415036,9,VERBATIM,&,and
5437098,415041,17,VERBATIM,&,and
5437109,415042,5,VERBATIM,α,alpha
5437110,415042,6,VERBATIM,-,-
5437413,415068,11,VERBATIM,-,-
5437833,415098,11,VERBATIM,#,number
5437925,415106,4,VERBATIM,&,and
5438087,415117,3,VERBATIM,pp,p p
5438635,415157,4,VERBATIM,&,and
5438703,415161,7,VERBATIM,gp,g p
5439074,415189,29,VERBATIM,pp,p p
5439311,415209,11,VERBATIM,-,-
5439424,415218,3,VERBATIM,-,-
5439636,415231,7,VERBATIM,&,and
5439652,415231,23,VERBATIM,Phl,p h l
5439689,415236,5,VERBATIM,Phl,p h l
5439765,415243,3,VERBATIM,pp,p p
5440244,415281,2,VERBATIM,&,and
5440574,415304,3,VERBATIM,º,º
5441080,415341,4,VERBATIM,Ft,f t
5441152,415346,15,VERBATIM,-,-
5441299,415357,2,VERBATIM,-,-
5441610,415379,6,VERBATIM,-,-
5442197,415426,1,VERBATIM,-,-
5442264,415430,12,VERBATIM,-,-
5442295,415432,10,VERBATIM,&,and
5442528,415446,9,VERBATIM,&,and
5443075,415497,2,VERBATIM,&,and
5443253,415513,15,VERBATIM,#,number
5443691,415541,9,VERBATIM,&,and
5443989,415562,2,VERBATIM,-,-
5444248,415582,1,VERBATIM,&,and
5444524,415601,2,VERBATIM,-,-
5444699,415614,20,VERBATIM,σ,sigma
5445045,415644,12,VERBATIM,&,and
5445314,415663,9,VERBATIM,pp,p p
5445328,415666,1,VERBATIM,&,and
5445332,415666,5,VERBATIM,pp,p p
5445551,415684,9,VERBATIM,pp,p p
5445799,415706,2,VERBATIM,-,-
5445827,415708,2,VERBATIM,-,-
5446038,415723,6,VERBATIM,-,-
5446162,415730,4,VERBATIM,&,and
5446166,415730,8,VERBATIM,pp,p p
5447089,415800,10,VERBATIM,幸,幸
5447090,415800,11,VERBATIM,田,田
5447091,415800,12,VERBATIM,停,停
5447092,415800,13,VERBATIM,留,留
5447093,415800,14,VERBATIM,場,場
5447114,415802,4,VERBATIM,-,-
5447116,415802,6,VERBATIM,-,-
5447150,415805,3,VERBATIM,&,and
5447474,415826,3,VERBATIM,.3.13,dot t h r e e dot o n e t h r e e
5447838,415856,2,VERBATIM,&,and
5447844,415857,3,VERBATIM,釜,釜
5447845,415857,4,VERBATIM,戸,戸
5447846,415857,5,VERBATIM,駅,駅
5448647,415919,13,VERBATIM,乾,乾
5448648,415919,14,VERBATIM,隅,隅
5448649,415919,15,VERBATIM,棟,棟
5448886,415939,5,VERBATIM,Lt,l t
5448938,415943,4,VERBATIM,خ,خ
5448939,415943,5,VERBATIM,ا,ا
5448940,415943,6,VERBATIM,ل,ل
5448941,415943,7,VERBATIM,د,د
5448942,415943,8,VERBATIM,ب,ب
5448943,415943,9,VERBATIM,ي,ي
5448944,415943,10,VERBATIM,و,و
5448945,415943,11,VERBATIM,م,م
5448946,415943,12,VERBATIM,ي,ي
5449412,415978,1,VERBATIM,음,음
5449413,415978,2,VERBATIM,악,악
5449414,415978,3,VERBATIM,중,중
5449415,415978,4,VERBATIM,심,심
5449425,415978,14,VERBATIM,-,-
5449430,415978,19,VERBATIM,비,비
5449431,415978,20,VERBATIM,원,원
5449432,415978,21,VERBATIM,에,에
5449433,415978,22,VERBATIM,이,이
5449434,415978,23,VERBATIM,포,포
5449435,415978,24,VERBATIM,-,-
5449436,415978,25,VERBATIM,잘,잘
5449437,415978,26,VERBATIM,자,자
5449438,415978,27,VERBATIM,요,요
5449439,415978,28,VERBATIM,굿,굿
5449440,415978,29,VERBATIM,나,나
5449441,415978,30,VERBATIM,잇,잇
5449559,415987,20,VERBATIM,pp,p p
5450492,416069,4,VERBATIM,.6.31,dot s i x dot t h r e e o n e
5450504,416069,16,VERBATIM,.6.33,dot s i x dot t h r e e t h r e e
5451005,416110,4,VERBATIM,Bd,b d
5452096,416194,10,VERBATIM,-,-
5452491,416221,3,VERBATIM,&,and
5453439,416287,14,VERBATIM,-,-
5453623,416299,4,VERBATIM,&,and
5453678,416303,9,VERBATIM,ʻ,ʻ
5454132,416340,11,VERBATIM,-,-
5454267,416350,1,VERBATIM,&,and
5454680,416383,10,VERBATIM,std,s t d
5455258,416423,0,VERBATIM,Rxh,r x h
5455525,416447,3,VERBATIM,florida,florida
5455541,416449,3,VERBATIM,ch,c h
5455864,416475,2,VERBATIM,ɡ,ɡ
5456330,416509,11,VERBATIM,-,-
5456516,416524,0,VERBATIM,Qxh,q x h
5456629,416533,2,VERBATIM,PhD,p h d
5456804,416546,16,VERBATIM,_,underscore
5456958,416558,2,VERBATIM,-,-
5457423,416588,2,VERBATIM,Rxb,r x b
5457572,416601,1,VERBATIM,&,and
5457796,416616,7,VERBATIM,std,s t d
5457798,416616,9,VERBATIM,tr,t r
5457956,416628,10,VERBATIM,-,-
5458056,416635,0,VERBATIM,Rb,r b
5458058,416635,2,VERBATIM,Bc,b c
5458236,416649,6,VERBATIM,-,-
5458240,416649,10,VERBATIM,-,-
5458317,416655,1,VERBATIM,&,and
5458473,416670,2,VERBATIM,&,and
5458529,416674,2,VERBATIM,-,-
5458779,416692,1,VERBATIM,&,and
5459569,416744,1,VERBATIM,σ,sigma
5459574,416744,6,VERBATIM,-,-
5459637,416749,3,VERBATIM,_,underscore
5460565,416820,9,VERBATIM,&,and
5460621,416825,7,VERBATIM,-,-
5460798,416839,4,VERBATIM,Π,pi
5460799,416839,5,VERBATIM,υ,upsilon
5460800,416839,6,VERBATIM,ρ,rho
5460801,416839,7,VERBATIM,ο,omicron
5460802,416839,8,VERBATIM,ε,epsilon
5460803,416839,9,VERBATIM,ι,iota
5460804,416839,10,VERBATIM,ς,sigma
5460857,416842,9,VERBATIM,朱,朱
5460858,416842,10,VERBATIM,雀,雀
5460859,416842,11,VERBATIM,文,文
5460860,416842,12,VERBATIM,化,化
5460861,416842,13,VERBATIM,製,製
5460862,416842,14,VERBATIM,作,作
5461554,416895,1,VERBATIM,&,and
5461797,416914,1,VERBATIM,&,and
5461950,416926,10,VERBATIM,-,-
5462227,416948,4,VERBATIM,이,이
5462228,416948,5,VERBATIM,블,블
5462357,416957,8,VERBATIM,-,-
5462422,416961,3,VERBATIM,pp,p p
5462547,416972,3,VERBATIM,pp,p p
5463295,417028,9,VERBATIM,&,and
5463339,417031,13,VERBATIM,-,-
5463343,417031,17,VERBATIM,-,-
5463349,417032,2,VERBATIM,Rc,r c
5463594,417050,2,VERBATIM,ク,ク
5463595,417050,3,VERBATIM,ロ,ロ
5463596,417050,4,VERBATIM,ス,ス
5463597,417050,5,VERBATIM,フ,フ
5463598,417050,6,VERBATIM,ァ,ァ
5463599,417050,7,VERBATIM,イ,イ
5463600,417050,8,VERBATIM,ア,ア
5463926,417073,14,VERBATIM,-,-
5464038,417081,13,VERBATIM,-,-
5464392,417104,5,VERBATIM,pp,p p
5465074,417161,2,VERBATIM,-,-
5465087,417162,3,VERBATIM,km,k m
5465237,417175,17,VERBATIM,-,-
5465672,417209,5,VERBATIM,-,-
5466033,417237,7,VERBATIM,pdf,p d f
5466229,417250,6,VERBATIM,-,-
5466539,417274,3,VERBATIM,&,and
5466605,417279,2,VERBATIM,&,and
5467284,417331,1,VERBATIM,&,and
5467415,417345,0,VERBATIM,Rh,r h
5467529,417351,18,VERBATIM,-,-
5467739,417367,1,VERBATIM,ס,ס
5467740,417367,2,VERBATIM,ו,ו
5467741,417367,3,VERBATIM,נ,נ
5467742,417367,4,VERBATIM,ו,ו
5467743,417367,5,VERBATIM,ל,ל
5467744,417367,6,VERBATIM,ו,ו
5467745,417367,7,VERBATIM,ד,ד
5467746,417367,8,VERBATIM,ו,ו
5467747,417367,9,VERBATIM,ר,ר
5467748,417367,10,VERBATIM,א,א
5467749,417367,11,VERBATIM,ל,ל
5467750,417367,12,VERBATIM,ו,ו
5467751,417367,13,VERBATIM,ן,ן
5467752,417367,14,VERBATIM,ז,ז
5467753,417367,15,VERBATIM,כ,כ
5467754,417367,16,VERBATIM,ו,ו
5467755,417367,17,VERBATIM,ב,ב
5467756,417367,18,VERBATIM,מ,מ
5467757,417367,19,VERBATIM,כ,כ
5467758,417367,20,VERBATIM,ר,ר
5467759,417367,21,VERBATIM,ז,ז
5467761,417367,23,VERBATIM,י,י
5467762,417367,24,VERBATIM,ס,ס
5467763,417367,25,VERBATIM,פ,פ
5467764,417367,26,VERBATIM,ק,ק
5467765,417367,27,VERBATIM,ו,ו
5467766,417367,28,VERBATIM,ל,ל
5467767,417367,29,VERBATIM,ר,ר
5467768,417367,30,VERBATIM,כ,כ
5467769,417367,31,VERBATIM,ב,ב
5467770,417367,32,VERBATIM,ת,ת
5467772,417367,34,VERBATIM,מ,מ
5467773,417367,35,VERBATIM,י,י
5467774,417367,36,VERBATIM,ל,ל
5467775,417367,37,VERBATIM,י,י
5467776,417367,38,VERBATIM,ו,ו
5467777,417367,39,VERBATIM,ן,ן
5467778,417367,40,VERBATIM,ל,ל
5467779,417367,41,VERBATIM,י,י
5467780,417367,42,VERBATIM,ט,ט
5467781,417367,43,VERBATIM,ר,ר
5467782,417367,44,VERBATIM,ד,ד
5467783,417367,45,VERBATIM,ל,ל
5467784,417367,46,VERBATIM,ק,ק
5467785,417367,47,VERBATIM,ב,ב
5467786,417367,48,VERBATIM,ח,ח
5467787,417367,49,VERBATIM,ו,ו
5467788,417367,50,VERBATIM,ד,ד
5467789,417367,51,VERBATIM,ש,ש
5467836,417371,12,VERBATIM,-,-
5467984,417384,0,VERBATIM,Kd,k d
5467986,417384,2,VERBATIM,Bc,b c
5468002,417386,6,VERBATIM,mp,m p
5468683,417442,3,VERBATIM,#,number
5468685,417442,5,VERBATIM,pp,p p
5469283,417482,14,VERBATIM,-,-
5469358,417487,7,VERBATIM,&,and
5469932,417533,3,VERBATIM,-,-
5470146,417550,3,VERBATIM,pp,p p
5470299,417562,7,VERBATIM,&,and
5470414,417572,7,VERBATIM,&,and
5470474,417577,18,VERBATIM,-,-
5470624,417587,6,VERBATIM,С,С
5470625,417587,7,VERBATIM,у,у
5470626,417587,8,VERBATIM,в,в
5470627,417587,9,VERBATIM,а,а
5470628,417587,10,VERBATIM,п,п
5470629,417587,11,VERBATIM,л,л
5470630,417587,12,VERBATIM,а,а
5470631,417587,13,VERBATIM,н,н
5470632,417587,14,VERBATIM,и,и
5470633,417587,15,VERBATIM,н,н
5470634,417587,16,VERBATIM,а,а
5470876,417610,0,VERBATIM,Nd,n d
5470894,417611,12,VERBATIM,&,and
5470901,417611,19,VERBATIM,&,and
5471025,417622,0,VERBATIM,Nxd,n x d
5471036,417623,5,VERBATIM,xv,x v
5471236,417640,1,VERBATIM,&,and
5471429,417654,6,VERBATIM,pdf,p d f
5471693,417677,3,VERBATIM,&,and
5472003,417702,0,VERBATIM,Bf,b f
5472039,417707,4,VERBATIM,tv,t v
5472110,417712,0,VERBATIM,Nd,n d
5474029,417849,14,VERBATIM,pp,p p
5474305,417869,5,VERBATIM,&,and
5474526,417883,4,VERBATIM,&,and
5475740,417972,6,VERBATIM,-,-
5475834,417979,1,VERBATIM,&,and
5476775,418052,0,VERBATIM,-,-
5476776,418052,1,VERBATIM,foot,foot
5477056,418075,4,VERBATIM,pp,p p
5477512,418114,0,VERBATIM,Nf,n f
5477514,418114,2,VERBATIM,Bg,b g
5477783,418136,0,VERBATIM,Qd,q d
5477832,418140,5,VERBATIM,-,-
5477863,418143,0,VERBATIM,Rg,r g
5478564,418195,2,VERBATIM,-,-
5479084,418236,3,VERBATIM,&,and
5479814,418287,0,VERBATIM,Nd,n d
5479816,418287,2,VERBATIM,Rh,r h
5480173,418316,3,VERBATIM,pp,p p
5480221,418320,1,VERBATIM,&,and
5480234,418321,8,VERBATIM,PhD,p h d
5480334,418328,0,VERBATIM,Kf,k f
5480336,418328,2,VERBATIM,Kf,k f
5480577,418351,0,VERBATIM,Bxh,b x h
5480579,418351,2,VERBATIM,Qxb,q x b
5480879,418371,17,VERBATIM,-,-
5482005,418459,8,VERBATIM,#,number
5482028,418459,31,VERBATIM,-,-
5482090,418463,1,VERBATIM,#,number
5482859,418518,21,VERBATIM,pp,p p
5483094,418541,5,VERBATIM,Ph,p h
5483322,418561,2,VERBATIM,-,-
5483843,418604,10,VERBATIM,ss,s s
5483876,418607,4,VERBATIM,ʊ,ʊ
5483877,418607,5,VERBATIM,ˈ,ˈ
5483879,418607,7,VERBATIM,ː,ː
5484282,418637,1,VERBATIM,Н,Н
5484283,418637,2,VERBATIM,и,и
5484284,418637,3,VERBATIM,к,к
5484285,418637,4,VERBATIM,и,и
5484286,418637,5,VERBATIM,т,т
5484287,418637,6,VERBATIM,а,а
5484288,418637,7,VERBATIM,К,К
5484289,418637,8,VERBATIM,у,у
5484290,418637,9,VERBATIM,р,р
5484291,418637,10,VERBATIM,б,б
5484292,418637,11,VERBATIM,а,а
5484293,418637,12,VERBATIM,н,н
5484294,418637,13,VERBATIM,о,о
5484295,418637,14,VERBATIM,в,в
5484296,418637,15,VERBATIM,в,в
5484297,418637,16,VERBATIM,е,е
5484298,418637,17,VERBATIM,р,р
5484299,418637,18,VERBATIM,н,н
5484300,418637,19,VERBATIM,у,у
5484301,418637,20,VERBATIM,л,л
5484302,418637,21,VERBATIM,с,с
5484303,418637,22,VERBATIM,я,я
5484304,418637,23,VERBATIM,в,в
5484305,418637,24,VERBATIM,Ц,Ц
5484306,418637,25,VERBATIM,С,С
5484307,418637,26,VERBATIM,К,К
5484308,418637,27,VERBATIM,А,А
5485867,418752,2,VERBATIM,&,and
5487064,418838,10,VERBATIM,th,t h
5487065,418838,11,VERBATIM,ứ,ứ
5487071,418838,17,VERBATIM,ấ,ấ
5487183,418846,2,VERBATIM,&,and
5487313,418856,0,VERBATIM,-,-
5487389,418861,12,VERBATIM,Md,m d
5488093,418915,17,VERBATIM,md,m d
5488655,418954,8,VERBATIM,-,-
5489290,419003,1,VERBATIM,-,-
5489306,419003,17,VERBATIM,-,-
5489701,419034,12,VERBATIM,pg,p g
5490647,419109,4,VERBATIM,&,and
5490696,419114,5,VERBATIM,-,-
5490945,419134,1,VERBATIM,&,and
5491163,419154,1,VERBATIM,Г,Г
5491164,419154,2,VERBATIM,а,а
5491165,419154,3,VERBATIM,й,й
5491166,419154,4,VERBATIM,д,д
5491167,419154,5,VERBATIM,у,у
5491168,419154,6,VERBATIM,к,к
5491170,419154,8,VERBATIM,И,И
5491171,419154,9,VERBATIM,л,л
5491172,419154,10,VERBATIM,ь,ь
5491173,419154,11,VERBATIM,я,я
5491175,419154,13,VERBATIM,Е,Е
5491176,419154,14,VERBATIM,г,г
5491177,419154,15,VERBATIM,о,о
5491178,419154,16,VERBATIM,р,р
5491179,419154,17,VERBATIM,о,о
5491180,419154,18,VERBATIM,в,в
5491181,419154,19,VERBATIM,а,а
5491183,419154,21,VERBATIM,Н,Н
5491184,419154,22,VERBATIM,а,а
5491185,419154,23,VERBATIM,т,т
5491186,419154,24,VERBATIM,а,а
5491187,419154,25,VERBATIM,л,л
5491188,419154,26,VERBATIM,и,и
5491189,419154,27,VERBATIM,я,я
5491191,419154,29,VERBATIM,Ч,Ч
5491192,419154,30,VERBATIM,у,у
5491193,419154,31,VERBATIM,б,б
5491194,419154,32,VERBATIM,а,а
5491195,419154,33,VERBATIM,р,р
5491196,419154,34,VERBATIM,ь,ь
5491197,419154,35,VERBATIM,я,я
5491198,419154,36,VERBATIM,н,н
5491200,419154,38,VERBATIM,А,А
5491201,419154,39,VERBATIM,л,л
5491202,419154,40,VERBATIM,е,е
5491203,419154,41,VERBATIM,к,к
5491204,419154,42,VERBATIM,с,с
5491205,419154,43,VERBATIM,а,а
5491206,419154,44,VERBATIM,н,н
5491207,419154,45,VERBATIM,д,д
5491208,419154,46,VERBATIM,р,р
5491245,419157,3,VERBATIM,pp,p p
5491390,419170,6,VERBATIM,-,-
5491868,419210,2,VERBATIM,ố,ố
5491872,419210,6,VERBATIM,Nh,n h
5491873,419210,7,VERBATIM,ấ,ấ
5492210,419234,14,VERBATIM,-,-
5492351,419245,8,VERBATIM,&,and
5492567,419259,16,VERBATIM,-,-
5492747,419274,22,VERBATIM,&,and
5492752,419274,27,VERBATIM,Zrt,z r t
5492819,419280,5,VERBATIM,&,and
5493173,419307,9,VERBATIM,McG,m c g
5493180,419308,2,VERBATIM,-,-
5493355,419320,6,VERBATIM,&,and
5493450,419328,3,VERBATIM,&,and
5494642,419420,29,VERBATIM,pp,p p
5494987,419448,3,VERBATIM,-,-
5494995,419449,4,VERBATIM,&,and
5495220,419465,4,VERBATIM,&,and
5495231,419465,15,VERBATIM,pp,p p
5495447,419482,9,VERBATIM,&,and
5495775,419506,7,VERBATIM,한,한
5495776,419506,8,VERBATIM,림,림
5495777,419506,9,VERBATIM,연,연
5495778,419506,10,VERBATIM,예,예
5495779,419506,11,VERBATIM,예,예
5495780,419506,12,VERBATIM,술,술
5495781,419506,13,VERBATIM,고,고
5495782,419506,14,VERBATIM,등,등
5495783,419506,15,VERBATIM,학,학
5495784,419506,16,VERBATIM,교,교
5495860,419512,5,VERBATIM,pp,p p
5495906,419516,5,VERBATIM,Ď,Ď
5496027,419525,16,VERBATIM,-,-
5496036,419525,25,VERBATIM,-,-
5497075,419602,10,VERBATIM,-,-
5497243,419613,8,VERBATIM,&,and
5497393,419623,7,VERBATIM,pp,p p
5497504,419631,2,VERBATIM,-,-
5497513,419631,11,VERBATIM,-,-
5497525,419631,23,VERBATIM,-,-
5497534,419631,32,VERBATIM,-,-
5497580,419634,9,VERBATIM,#,number
5497923,419656,20,VERBATIM,pp,p p
5498627,419712,10,VERBATIM,-,-
5498634,419712,17,VERBATIM,-,-
5498640,419712,23,VERBATIM,-,-
5498692,419718,1,VERBATIM,-,-
5498818,419731,1,VERBATIM,&,and
5499198,419758,4,VERBATIM,-,-
5499199,419758,5,VERBATIM,km,k m
5499200,419758,6,VERBATIM,-,-
5499393,419773,7,VERBATIM,#,number
5499863,419810,7,VERBATIM,-,-
5500841,419884,5,VERBATIM,pp,p p
5500858,419886,1,VERBATIM,α,alpha
5500867,419886,10,VERBATIM,π,pi
5501178,419909,17,VERBATIM,&,and
5501272,419916,18,VERBATIM,pp,p p
5501758,419956,14,VERBATIM,pp,p p
5501795,419960,3,VERBATIM,-,-
5501924,419970,2,VERBATIM,$,dollar
5502913,420045,7,VERBATIM,&,and
5503171,420064,11,VERBATIM,Fr,f r
5503592,420097,3,VERBATIM,pp,p p
5503859,420118,7,VERBATIM,-,-
5503940,420123,13,VERBATIM,&,and
5504540,420171,11,VERBATIM,-,-
5504651,420178,11,VERBATIM,pp,p p
5505022,420205,8,VERBATIM,&,and
5505201,420217,5,VERBATIM,#,number
5505544,420245,3,VERBATIM,pp,p p
5505851,420267,12,VERBATIM,-,-
5505901,420271,3,VERBATIM,pp,p p
5505952,420274,12,VERBATIM,pp,p p
5506506,420312,6,VERBATIM,-,-
5506951,420342,7,VERBATIM,&,and
5507159,420359,2,VERBATIM,Rt,r t
5507466,420386,7,VERBATIM,-,-
5508244,420447,8,VERBATIM,Tl,t l
5509141,420512,6,VERBATIM,pg,p g
5510530,420619,4,VERBATIM,pp,p p
5510538,420620,6,VERBATIM,#,number
5510549,420621,5,VERBATIM,-,-
5510863,420648,1,VERBATIM,О,О
5510864,420648,2,VERBATIM,к,к
5510865,420648,3,VERBATIM,и,и
5510866,420648,4,VERBATIM,н,н
5510867,420648,5,VERBATIM,е,е
5510868,420648,6,VERBATIM,т,т
5510869,420648,7,VERBATIM,и,и
5510870,420648,8,VERBATIM,к,к
5510871,420648,9,VERBATIM,е,е
5510872,420648,10,VERBATIM,в,в
5510873,420648,11,VERBATIM,з,з
5510874,420648,12,VERBATIM,а,а
5510875,420648,13,VERBATIM,и,и
5510876,420648,14,VERBATIM,м,м
5510877,420648,15,VERBATIM,о,о
5510878,420648,16,VERBATIM,д,д
5510879,420648,17,VERBATIM,е,е
5510880,420648,18,VERBATIM,й,й
5510881,420648,19,VERBATIM,с,с
5510882,420648,20,VERBATIM,т,т
5510883,420648,21,VERBATIM,в,в
5510884,420648,22,VERBATIM,и,и
5510885,420648,23,VERBATIM,я,я
5510886,420648,24,VERBATIM,м,м
5510887,420648,25,VERBATIM,е,е
5510888,420648,26,VERBATIM,т,т
5510889,420648,27,VERBATIM,а,а
5510890,420648,28,VERBATIM,л,л
5510891,420648,29,VERBATIM,л,л
5510892,420648,30,VERBATIM,о,о
5510893,420648,31,VERBATIM,в,в
5510894,420648,32,VERBATIM,с,с
5510895,420648,33,VERBATIM,в,в
5510896,420648,34,VERBATIM,о,о
5510897,420648,35,VERBATIM,д,д
5510898,420648,36,VERBATIM,о,о
5510899,420648,37,VERBATIM,й,й
5511485,420695,5,VERBATIM,-,-
5513059,420814,10,VERBATIM,PhD,p h d
5513202,420824,2,VERBATIM,-,-
5513967,420885,8,VERBATIM,-,-
5513988,420887,11,VERBATIM,-,-
5514371,420920,3,VERBATIM,&,and
5514548,420934,8,VERBATIM,-,-
5514555,420934,15,VERBATIM,馨,馨
5514849,420959,3,VERBATIM,尊,尊
5514850,420959,4,VERBATIM,卑,卑
5514851,420959,5,VERBATIM,分,分
5514852,420959,6,VERBATIM,脈,脈
5515160,420982,4,VERBATIM,&,and
5515284,420990,8,VERBATIM,&,and
5515801,421025,16,VERBATIM,-,-
5515856,421030,3,VERBATIM,-,-
5515866,421031,3,VERBATIM,二,二
5515867,421031,4,VERBATIM,本,本
5515868,421031,5,VERBATIM,木,木
5515869,421031,6,VERBATIM,宿,宿
5516049,421043,7,VERBATIM,BSc,b s c
5516410,421072,4,VERBATIM,-,-
5516517,421078,13,VERBATIM,&,and
5517097,421125,13,VERBATIM,Tr,t r
5517564,421156,5,VERBATIM,&,and
5517802,421175,1,VERBATIM,&,and
5517849,421178,7,VERBATIM,-,-
5519432,421293,18,VERBATIM,pp,p p
5519587,421304,6,VERBATIM,&,and
5519715,421313,6,VERBATIM,김,김
5519716,421313,7,VERBATIM,지,지
5519717,421313,8,VERBATIM,운,운
5519793,421319,9,VERBATIM,-,-
5520020,421336,2,VERBATIM,&,and
5520123,421342,2,VERBATIM,Rt,r t
5520148,421344,10,VERBATIM,pg,p g
5520563,421375,7,VERBATIM,-,-
5520687,421383,0,VERBATIM,-,-
5520691,421383,4,VERBATIM,-,-
5521058,421412,4,VERBATIM,PhD,p h d
5521867,421470,2,VERBATIM,&,and
5523392,421577,2,VERBATIM,&,and
5524358,421651,4,VERBATIM,-,-
5524513,421663,12,VERBATIM,-,-
5524587,421669,13,VERBATIM,-,-
5525148,421710,2,VERBATIM,&,and
5525770,421757,2,VERBATIM,&,and
5525869,421765,12,VERBATIM,&,and
5525902,421767,5,VERBATIM,-,-
5525936,421769,3,VERBATIM,Tv,t v
5526597,421821,4,VERBATIM,tr,t r
5526831,421837,13,VERBATIM,-,-
5527087,421858,2,VERBATIM,~,tilde
5527089,421858,4,VERBATIM,nt,n t
5527142,421863,1,VERBATIM,Р,Р
5527143,421863,2,VERBATIM,а,а
5527144,421863,3,VERBATIM,б,б
5527145,421863,4,VERBATIM,о,о
5527146,421863,5,VERBATIM,т,т
5527147,421863,6,VERBATIM,а,а
5527148,421863,7,VERBATIM,ю,ю
5527149,421863,8,VERBATIM,щ,щ
5527150,421863,9,VERBATIM,е,е
5527151,421863,10,VERBATIM,е,е
5527152,421863,11,VERBATIM,н,н
5527153,421863,12,VERBATIM,а,а
5527154,421863,13,VERBATIM,с,с
5527155,421863,14,VERBATIM,е,е
5527156,421863,15,VERBATIM,л,л
5527157,421863,16,VERBATIM,е,е
5527158,421863,17,VERBATIM,н,н
5527159,421863,18,VERBATIM,и,и
5527160,421863,19,VERBATIM,е,е
5527161,421863,20,VERBATIM,Р,Р
5527162,421863,21,VERBATIM,о,о
5527163,421863,22,VERBATIM,с,с
5527164,421863,23,VERBATIM,с,с
5527165,421863,24,VERBATIM,и,и
5527166,421863,25,VERBATIM,и,и
5527167,421863,26,VERBATIM,у,у
5527168,421863,27,VERBATIM,ш,ш
5527169,421863,28,VERBATIM,л,л
5527170,421863,29,VERBATIM,о,о
5527171,421863,30,VERBATIM,в,в
5527172,421863,31,VERBATIM,с,с
5527173,421863,32,VERBATIM,о,о
5527174,421863,33,VERBATIM,ц,ц
5527175,421863,34,VERBATIM,с,с
5527176,421863,35,VERBATIM,е,е
5527177,421863,36,VERBATIM,т,т
5527178,421863,37,VERBATIM,и,и
5527548,421891,3,VERBATIM,&,and
5528783,421984,5,VERBATIM,-,-
5529134,422011,1,VERBATIM,&,and
5529184,422014,22,VERBATIM,pp,p p
5529519,422038,8,VERBATIM,pp,p p
5530061,422074,3,VERBATIM,#,number
5530069,422074,11,VERBATIM,&,and
5530148,422080,3,VERBATIM,pp,p p
5530486,422106,6,VERBATIM,&,and
5530857,422135,2,VERBATIM,mss,m s s
5531384,422171,23,VERBATIM,-,-
5531819,422202,19,VERBATIM,&,and
5531938,422211,20,VERBATIM,-,-
5531990,422215,4,VERBATIM,florida,florida
5532226,422235,4,VERBATIM,&,and
5532832,422275,7,VERBATIM,-,-
5533021,422287,13,VERBATIM,-,-
5533463,422319,17,VERBATIM,&,and
5533472,422320,4,VERBATIM,&,and
5533711,422343,4,VERBATIM,-,-
5533713,422343,6,VERBATIM,-,-
5534421,422398,4,VERBATIM,-,-
5535122,422449,1,VERBATIM,&,and
5535365,422465,11,VERBATIM,Fr,f r
5535368,422466,1,VERBATIM,&,and
5535689,422489,31,VERBATIM,pp,p p
